project_id,skill_name,skill_uri
2160,TOGAF Framework,taxonomy:c1348ae3-b1c1-42a1-93dd-847f94d7bb8a
2160,Zachman Framework,taxonomy:f32d1886-6bf4-4e94-920e-712997c9af70
2160,Application Architecture,taxonomy:abf2b1bd-292d-46d4-8b1e-d89addac9c0a
2160,Software Architecture,taxonomy:cbaea247-b6c9-4941-9954-c652301047ee
2160,Architecture Diagramming,taxonomy:e24c3921-46fd-4228-800f-a68193dfa5af
123,Cover Letters,taxonomy:25b99878-401b-423a-8493-73b6ba1835d9
123,Formal Written Communication,taxonomy:287daf73-ddf6-4763-90a6-f05f68a15b03
123,Feedback Loops,taxonomy:00573f64-ce73-41b5-addf-c049218aab5a
123,Microsoft Word,taxonomy:1b99317b-ee7d-4e43-ad41-339698b89ea5
123,Google Docs,taxonomy:56250530-ca3c-4e23-ac0c-6d36b46d1f26
2015,Deep Learning Applications,taxonomy:6a3b7e80-add4-4f3a-842e-22cb86ec84db
2015,AI Fluency,taxonomy:ee575f3b-7b44-40b4-94ac-71c72e8b5ea2
2015,AI in Medical Imaging,taxonomy:6e87db5a-8b6d-4be6-83d9-af41d5b3e08b
2015,Healthcare Privacy Regulations,taxonomy:25032942-00ff-4203-aa73-980c8e159134
2015,Machine Learning Model Implementation,taxonomy:4e7616e9-fd25-463b-8c0c-77c32cff9732
2015,AI-driven Application Development,taxonomy:553e8194-8bbe-4819-8559-ac5084339548
1964,Data Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
1964,Data Fluency,taxonomy:e14721e8-5f84-4c63-8046-07c57c449087
1964,Python for Data Science,taxonomy:5c21de8f-f1c6-4ccf-8b1a-2ade1dac1328
1964,SQL Proficiency,taxonomy:bb5521e8-10d8-4359-a311-289db8028e09
1964,Data Visualization in Spreadsheets,taxonomy:bd5dc3c2-d323-4704-aaa2-f3d2c4b3493e
1964,Project Evaluation,taxonomy:48ecd994-cc61-4292-b613-bef2ea7c0cf7
608,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
608,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
608,Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
608,Explanatory Data Visualization,taxonomy:96f8a41b-8b08-4e9b-8389-5eee0a5e269d
608,Professional Presentations,taxonomy:a46fff1a-0371-4054-8c9c-8d43e20f58b3
608,Data Visualization Design,taxonomy:beb80bf2-90d1-46e0-b2ba-c5267cd1c940
608,Communication Strategies,taxonomy:274c1623-5df2-4e21-b9a9-8a33be4a276b
302,Android Development Proficiency,taxonomy:23458772-8d46-4f12-a5fc-6d524e47ac7f
302,Application Development Best Practices,taxonomy:6ba2b673-1d37-4233-ab96-ef9ac61d6a18
302,Mobile App Testing,taxonomy:b4e4daf7-05bf-4a55-8342-71571e532e87
302,Object-Oriented Programming Proficiency,taxonomy:503fb598-b24b-48d5-8a10-e39fb5fb0542
302,Java Proficiency,taxonomy:d8052400-38ca-4771-ab84-cf6dd75d3741
302,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
302,Usability Testing,taxonomy:c7a3b8af-e2e7-4697-a95e-a45b6375415d
2040,AI for 2D Medical Imaging,taxonomy:2788d471-81a5-4157-956c-29e128a56464
2040,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
2040,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
2040,Image Classification,taxonomy:4f65fca2-6442-4c7d-b039-a5c2beecc1c9
2040,Data Pre-Processing for ML,taxonomy:810fa985-dae9-4cfc-a564-53c6a9a9dea4
2040,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
2040,Transfer Learning,taxonomy:922f23a5-23fe-4cb4-951f-26bc83155c1f
2149,Marketing Analytics,taxonomy:1ef185b4-6d58-4205-a8a9-f9b8117b4de0
2149,Marketing Metrics,taxonomy:9ac7cdc9-0c06-4f4b-a0b9-417773d0fca9
2149,Return on Investment,taxonomy:694b7585-7be6-4cfe-adf9-ca9f0ab25d04
2149,Audience Behavior Tracking,taxonomy:b88ad408-e1bf-4c56-aad1-9c987c11062c
2149,Statistical Significance,taxonomy:de92edf9-2b10-438a-b898-e113905bce55
2149,Hypothesis Testing,taxonomy:d3e96893-e597-4c1c-b6e9-c567639a30e6
2149,Event Study Modeling,taxonomy:42a3da81-9c53-4a72-b6fb-1f893ae55b9b
2041,Game Agents,taxonomy:da73fc7d-73f5-45fd-9c09-d98fe7c87384
2041,Robot Navigation,taxonomy:feaaa3ff-9335-476c-8eeb-1dd8a96fcae2
2041,Reinforcement Learning Fundamentals,taxonomy:8d8eab3f-a95e-4725-ac2e-c7d74efff294
2041,Deep Learning Applications,taxonomy:6a3b7e80-add4-4f3a-842e-22cb86ec84db
2041,C++ Proficiency,taxonomy:a0777153-e245-444d-ac7c-e121061a318b
2041,Python Proficiency,taxonomy:3b4916bd-a3a1-46e5-96ca-622f7f89f0a9
659,Data Analysis Process,taxonomy:d016d8f9-4f43-4bb9-a4c2-ad967c2fe414
659,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
659,Data Cleaning,taxonomy:9987cca4-48a2-416e-8c72-4c5a992ef174
659,Exploratory Data Analysis,taxonomy:72155ac5-3dab-4df6-9120-ca634748a68c
659,Data Wrangling,taxonomy:ab0c1635-2aaf-4167-bff2-1d825a30f30d
659,SQL Queries,taxonomy:9eb25966-eeb0-4a5d-9bd4-a5a8514d97fa
659,Python Data Analysis Libraries,taxonomy:9bc7094f-33ed-4a60-850f-b3afaf5da9ca
2089,Portfolio Websites,taxonomy:bab14ffd-fc0e-4861-9140-06f742545d95
2089,Basic Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
2089,HTML,taxonomy:68fd6376-977b-4779-a808-a32772b5a7f7
2089,CSS,taxonomy:5bfd16ee-b475-46cd-a7c6-db7a6ee8ef4c
2089,GitHub Portfolios,taxonomy:a626b923-05ab-4f67-ac4d-70a4fc70ef94
2089,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
2089,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
199,Basic Arithmetic,taxonomy:b398961b-4443-4737-827c-f9a518620fcb
199,Basic Computer Programming,taxonomy:7e1e757f-e5c7-4e82-80e1-ef9a82e674bb
199,Data Types in Programming,taxonomy:0d0b164f-4126-4efc-8919-1ca55fba588a
199,Variable Scope,taxonomy:313f9e63-6025-4128-95a1-5d746d866346
199,Python Variables,taxonomy:af7d63a0-8baa-450a-be69-a9d973c46168
199,JavaScript Variables,taxonomy:e9fbf8be-6c3f-4010-989a-79ccf308a44e
199,Go Variables,taxonomy:e475efb0-db37-40a2-bffb-bb1ee57fb29f
718,Azure Development,taxonomy:4e0398cb-8336-4d5b-9c2a-3dfb8589a489
718,Cloud Asset Deployment,taxonomy:e983b544-35e4-420e-954c-b42a3dfcc70c
718,Content Management System Fluency,taxonomy:971081f3-1e1b-4b3e-9681-bbc3c0bfdc98
718,Azure Resource Manager,taxonomy:ef5b91ec-038f-443b-a5bf-ac3a055fc74c
718,Azure App Service,taxonomy:c2c5d252-c02d-449c-b704-9c4c4224f10f
718,Cloud Resource Provisioning,taxonomy:47b5d7ec-835f-479a-a08b-e8e2e38d1912
585,Basic R,taxonomy:f0c84ad7-dcc7-4737-82fb-c5a5479af6dc
585,R Proficiency,taxonomy:af9794f1-f97a-4859-86cb-4d4b0397c90d
585,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
585,Exploratory Data Analysis,taxonomy:72155ac5-3dab-4df6-9120-ca634748a68c
585,Data Cleaning,taxonomy:9987cca4-48a2-416e-8c72-4c5a992ef174
585,Data Wrangling,taxonomy:ab0c1635-2aaf-4167-bff2-1d825a30f30d
585,Basic Descriptive Statistics,taxonomy:90fdb116-8ba0-4371-8108-0c6078333c1b
563,Machine Learning Frameworks in Python,taxonomy:d323dcfc-63c9-4a48-a4bd-78cd763237ee
563,Feature Engineering,taxonomy:96df82f1-f181-43ce-b723-b37fde693f68
563,Model Evaluation,taxonomy:1589e6c2-9dcc-42ed-bddb-76bda97fdc21
563,Algorithmic Trading,taxonomy:b8241dae-30cb-4367-883c-975cb8901b19
563,Alpha Generation,taxonomy:8d0835f8-ef75-4107-ad5f-33910bd6a0f5
563,Trading Signals,taxonomy:b2d07b51-9727-4f90-bed1-0610a1e17477
563,Financial Analysis with AI,taxonomy:7b7238ad-2a95-468b-9af7-4c8f48f16faf
474,Blog Posts,taxonomy:419610f8-d70f-4ea3-a147-c94fcc98a572
474,Technical Communication,taxonomy:eca4f2e3-6968-41a1-aa83-4d75ba02e39a
474,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
474,Formal Written Communication,taxonomy:287daf73-ddf6-4763-90a6-f05f68a15b03
474,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
474,Exploratory Data Analysis,taxonomy:72155ac5-3dab-4df6-9120-ca634748a68c
474,Python for Data Science,taxonomy:5c21de8f-f1c6-4ccf-8b1a-2ade1dac1328
548,Application Animations,taxonomy:6dc42a87-a9cf-4f71-bf28-a44e73b4ba60
548,Application Visual Design,taxonomy:0d01e305-3f74-42c4-98ee-6c356b0592ad
548,Design Thinking,taxonomy:8d653838-fc35-43fc-ac12-62f581072e26
548,Iterative Product Design,taxonomy:aa0c97e6-e13c-4960-8e77-d32ccb91ff90
460,Elevator Pitches,taxonomy:4287cae4-0c21-4bca-bcc8-760d3171a5c4
460,Professional Presentations,taxonomy:a46fff1a-0371-4054-8c9c-8d43e20f58b3
460,Value Proposition,taxonomy:34a397cc-f396-42d9-85aa-1bf4f691cc5d
460,Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
460,Strategic Communication Plans,taxonomy:2ccd8e5c-8857-471d-bede-008a7968ab64
2150,Agentic Workflow Design & Visualization,taxonomy:653647cf-5bfe-4108-97b9-0ec9e775b4bf
2150,Implementing Agentic Workflows,taxonomy:bb573ffa-9e20-43db-b3bd-f58a4f6aa939
2150,API Integration for Agents,taxonomy:0d3f6229-250c-4765-b7f0-960432af4d9f
2150,Implementing API Integration for Agents,taxonomy:da07a327-3b4e-4881-8406-81b356929fbc
2150,Finance Metrics,taxonomy:5d1dcfbe-c83a-4ac8-babc-f5dbab5503d0
2150,Requirements Gathering,taxonomy:3cf833c3-50a0-45ce-9d32-43dec8557047
623,Unscented Kalman Filters,taxonomy:6b7059bd-3319-447a-80a2-f01593a7639d
623,Object State Estimation,taxonomy:fbe5b6c3-8bc6-4bff-ab35-d36436c8be0c
623,Sensor Fusion,taxonomy:059c9bac-0049-4d46-8510-a407f1022aa2
623,Non-Linear Motion Tracking,taxonomy:c04d5372-6be1-4bd2-b80c-cae16683e5d4
623,Kalman Filters,taxonomy:b7c384fa-83dc-43b2-ac18-f7ba688625fd
623,Extended Kalman Filters,taxonomy:b7c384fa-83dc-43b2-ac18-f7ba688625fd
1920,Cloud Asset Deployment,taxonomy:e983b544-35e4-420e-954c-b42a3dfcc70c
1920,Amazon Web Services Basics,taxonomy:604510fb-36ee-4eb1-b241-a3407947cb58
1920,Amazon S3,taxonomy:ff7d642e-5d8e-46de-8380-2594dbf3d5f9
1920,Cloud Resource Provisioning,taxonomy:47b5d7ec-835f-479a-a08b-e8e2e38d1912
1920,Basic Deployments,taxonomy:ae5665b4-b23a-4552-840a-a9651d7fcbea
1915,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
1915,Explanatory Data Visualization,taxonomy:96f8a41b-8b08-4e9b-8389-5eee0a5e269d
1915,Technical Communication,taxonomy:eca4f2e3-6968-41a1-aa83-4d75ba02e39a
1915,Report Writing,taxonomy:bb4df529-491b-4627-a06c-ed5ca471e490
1915,Professional Presentations,taxonomy:a46fff1a-0371-4054-8c9c-8d43e20f58b3
232,Data Visualization,taxonomy:a1721587-9a5c-4da0-8f56-42cfe2209997
232,Exploratory Data Visualization,taxonomy:4b774cd6-34cb-4844-b790-cf9f958512d0
232,Explanatory Data Visualization,taxonomy:96f8a41b-8b08-4e9b-8389-5eee0a5e269d
232,Data Storytelling,taxonomy:cc8ba3b6-c5f7-451b-82d5-6356cf12f158
232,Qualitative Data Visualization,taxonomy:5136ce17-51be-45e4-9214-e5b679402566
232,Quantitative Data Visualization,taxonomy:d8729113-91a8-4e9e-9796-742f111717fa
232,Data Visualization Design,taxonomy:beb80bf2-90d1-46e0-b2ba-c5267cd1c940
641,Low Fidelity Prototypes,taxonomy:2035de47-47be-4e39-b61a-7ff15797dbed
641,Rapid Prototyping,taxonomy:61c0f74b-33ad-45d1-a7ed-62fd8abef785
641,Product Prototyping,taxonomy:e20260a5-3258-455f-a096-b3d9ee742b7e
641,Design Thinking,taxonomy:8d653838-fc35-43fc-ac12-62f581072e26
641,Prototyping Tools,taxonomy:b75c73b9-637d-4546-bfcb-13ff7afd250c
641,Creative Problem Solving,taxonomy:38625796-d20b-4551-b2b3-06c6a531cb69
368,Text Summarization,taxonomy:86ae03f7-d35a-42bb-81a7-71832abc282a
368,Report Writing,taxonomy:bb4df529-491b-4627-a06c-ed5ca471e490
368,Project Status Reporting,taxonomy:27cba934-d699-4c46-83ae-15d73a8b8be8
368,Project Evaluation,taxonomy:48ecd994-cc61-4292-b613-bef2ea7c0cf7
368,Qualitative Data Visualization,taxonomy:5136ce17-51be-45e4-9214-e5b679402566
1862,Basic Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
1862,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
1862,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
1862,Object-Oriented Programming Basics,taxonomy:aa2bbe32-93c5-4545-9902-69f9d9797409
1862,Software Development Proficiency,taxonomy:e7cea2f0-a901-4ffc-a5b4-19677a7fa8eb
1862,HTML,taxonomy:68fd6376-977b-4779-a808-a32772b5a7f7
1862,CSS,taxonomy:5bfd16ee-b475-46cd-a7c6-db7a6ee8ef4c
331,Deep Learning,taxonomy:f4834521-b707-466a-b837-a2c04ac0018c
331,Convolutional Neural Networks,taxonomy:3a5361e5-405d-48eb-a76b-1222ce4b1501
331,Automated Path Planning,taxonomy:979f4f4b-6145-4234-aef3-d0598f759016
331,Sensor Fusion,taxonomy:059c9bac-0049-4d46-8510-a407f1022aa2
331,Robot Motion Planning,taxonomy:998805d6-d914-48ef-a354-b5218802b94c
331,LiDAR Data Representation,taxonomy:d191811d-8ddf-4b7a-a9df-2b32cf717951
331,Object Detection,taxonomy:5a573399-6ecd-4d51-af82-93d97ac2c9e0
333,Acceptance Criteria,taxonomy:2682a925-ee5c-40ed-99b5-7bf84f22c760
333,Agile Methodologies,taxonomy:8d328d76-a018-4c02-9c82-8b6cc5a101af
333,Definition of Done,taxonomy:d9063642-43ef-43d2-8db3-3b97691a2939
333,Coding Best Practices,taxonomy:28b37f0e-a010-4da4-a9c2-27e567a2cdb8
333,Software Project Documentation,taxonomy:e8707c61-cba2-432a-8e1c-d30c0563e303
333,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
333,Project Planning,taxonomy:04fabc67-ce4a-4bfc-bc15-7733cb0eddea
2113,Basic C,taxonomy:1fa31a19-abed-4bec-9a48-014d9a8eea8b
2113,C Pointers,taxonomy:de922c3e-1bec-471b-8806-2d10ddc7f3c0
2113,C Functions,taxonomy:5f11f6bb-b453-4f5e-a39b-e0714b4f4f84
2113,C Syntax,taxonomy:2a70376a-d7c5-4c29-9a72-1b6a31443fdf
2113,C Dynamic Memory Allocation,taxonomy:79e949b8-29dc-4fa7-88bd-8098ee60758e
2113,File I/O in C,taxonomy:2c7dd33c-4034-4906-979f-7c1e375d494a
2113,Memory Management in C,taxonomy:90b41bd1-50c0-4fdd-9bf6-e7624cbad591
255,GitHub Portfolios,taxonomy:a626b923-05ab-4f67-ac4d-70a4fc70ef94
255,Online Presence,taxonomy:408e5dc7-627e-4d02-b5ea-ff6842e6886b
255,GitHub Proficiency,taxonomy:2821a461-cd9f-43ac-aeeb-db67837afd26
255,Code Reviews,taxonomy:0339fe89-024c-41ce-924e-e4503356647e
255,README Files,taxonomy:668a62be-83f4-4cb5-81b5-c4deb1dc8a22
2016,Recurrent Neural Networks,taxonomy:f9b16601-2200-4f29-9c4a-e286cbd31960
2016,Time-Series Analysis with ML,taxonomy:86a6c6e5-0d28-4ccc-948e-78ba87cf274e
2016,Deep Learning Techniques,taxonomy:af5c7389-c584-4d2c-9bfd-6f4c5344df7a
2016,Neural Networks,taxonomy:2a0d08d5-cf5a-4281-ad3e-f5ae4aa4fbc4
2016,Model Training,taxonomy:408e2022-6b3b-4224-8250-8fd35b365197
2016,Machine Learning Fluency,taxonomy:58d96d25-80db-404d-85e1-68bd4a3d9bf0
2069,Product Requirements Documents,taxonomy:eb8fa64a-9b31-49c8-9fa4-e69d9a6f059c
2069,Recommendation Engine Design,taxonomy:321be68b-26a5-40b1-b2df-b7509eabaacb
2069,Minimal Viable Products,taxonomy:dd66907b-3131-4744-9f0e-343879771aaa
2069,AI Fluency,taxonomy:ee575f3b-7b44-40b4-94ac-71c72e8b5ea2
2069,Feature Prioritization,taxonomy:10100c4c-2d65-4b65-b153-020ab9bd8a52
2069,User Stories,taxonomy:84b0b316-a0e1-4b3c-b670-27d98ee93710
2069,Market Research,taxonomy:f9ea5e95-bf3d-45a3-b020-decdc3db1526
1878,Data Warehouse Architecture,taxonomy:9d1657d7-db76-4bfb-a1d3-d931d403414e
1878,Data Warehousing,taxonomy:39410bd4-5b5a-4a23-9cc4-396a2960751e
1878,Azure Data Services,taxonomy:c48dd582-c52e-4e0c-8d4d-87021a23568f
1878,SQL Proficiency,taxonomy:bb5521e8-10d8-4359-a311-289db8028e09
1878,Data Pipeline Design,taxonomy:b96bcf1f-4e47-462f-9a69-1e2c5695006f
1878,Distributed Data Storage,taxonomy:7d9daecd-7b3c-4caf-a821-968838a13615
1878,Cloud Architecture Proficiency,taxonomy:e8232926-b456-46b8-a0fc-0387e691b389
525,Autonomous Systems Awareness,taxonomy:5ed46352-9a15-4f6c-9b12-b46fa4913de5
525,Autonomous Vehicle Fluency,taxonomy:553615d2-a536-41d4-beb4-6ee363ff31d1
525,Robot Motion Planning,taxonomy:998805d6-d914-48ef-a354-b5218802b94c
525,Robot Navigation,taxonomy:feaaa3ff-9335-476c-8eeb-1dd8a96fcae2
525,SLAM,taxonomy:02771c20-72e5-4cba-b81c-3f8e47f41b14
525,SAE J3016 Levels of Driving Automation Standard,taxonomy:caae1dea-f62b-4224-9912-ba08fc23264b
792,Exploratory Data Analysis,taxonomy:72155ac5-3dab-4df6-9120-ca634748a68c
792,Data Profiling,taxonomy:1a59d052-a466-44e4-9469-5038b5da5829
792,Data Quality Assessment,taxonomy:d2f74e13-f7f5-469c-9961-a1d64c83dae1
792,Data Cleaning,taxonomy:9987cca4-48a2-416e-8c72-4c5a992ef174
792,Data Wrangling,taxonomy:ab0c1635-2aaf-4167-bff2-1d825a30f30d
792,Data Visualization in Spreadsheets,taxonomy:bd5dc3c2-d323-4704-aaa2-f3d2c4b3493e
792,Basic Descriptive Statistics,taxonomy:90fdb116-8ba0-4371-8108-0c6078333c1b
6,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
6,Cross-Functional Collaboration,taxonomy:ee855164-9194-4b2a-ab79-0d020ab2efec
6,Application Development Proficiency,taxonomy:70e353e2-695f-41b6-ba25-ac2d926e8bb1
6,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
6,Event-Driven Programming,taxonomy:5cf75413-b8b9-49e0-88fd-a861971be63f
6,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
6,Software Development Lifecycle,taxonomy:c26b8c45-e40f-43b9-a89d-73b06922404a
627,Database Design,taxonomy:57784d55-69e4-4792-81a8-7d1db241112c
627,Relational Database Proficiency,taxonomy:670bf6a2-936d-492a-b3db-387d1797a0ac
627,SQL Proficiency,taxonomy:bb5521e8-10d8-4359-a311-289db8028e09
627,Data Security Fundamentals,taxonomy:e26d2eda-ee86-442f-a7d4-344e4991711d
627,Data Storage,taxonomy:0e72a964-154f-4ecf-8a95-f3060f1dc310
627,Data Modeling Basics,taxonomy:9b0bbbc2-ede3-4ff4-9dfa-08898b18123e
496,Private Blockchain,taxonomy:52e22165-699e-4da5-a675-46f242d262f7
496,Blockchain,taxonomy:341aea33-5962-41ca-9ac8-3f66b4884149
496,Cryptography,taxonomy:b7b0a78b-45b1-4ca0-a3b2-b8e9698639f6
496,Data Encryption,taxonomy:749c8df4-682c-4489-933d-fda86fc673e9
496,Blockchain Consensus,taxonomy:ec44db5b-ae81-417f-b6ac-54c65697a827
496,Distributed Computing,taxonomy:02d84c5a-9b71-4167-84c9-c8c95429cd10
496,Data Security Fundamentals,taxonomy:e26d2eda-ee86-442f-a7d4-344e4991711d
2119,Transformer Neural Networks,taxonomy:73869043-af4b-441d-9562-178e716bd58c
2119,Sentiment Analysis,taxonomy:edea0deb-c3c4-4911-82b1-e09065995e5b
2119,NLP Transformers,taxonomy:207e3904-e269-4312-a5c3-c8ad294c4e74
2119,Text Classification,taxonomy:978d1c8a-bf58-4ae5-91b8-fdb1b86e25a3
2119,Text Pre-Processing,taxonomy:95f886b3-08eb-46fd-8e06-bd68902fe3e1
2119,Hugging Face,taxonomy:ded2e394-fe53-45ca-943a-78c15a171610
2119,PyTorch,taxonomy:c2b375c6-2b2f-4159-8b82-ce564d45ca48
245,Resumes,taxonomy:7dd40520-dc9b-44f9-92ac-7629e9ba1bed
245,Cover Letters,taxonomy:25b99878-401b-423a-8493-73b6ba1835d9
245,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
245,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
245,LinkedIn Fundamentals,taxonomy:8247fb8a-a86e-4a16-a9f3-8e5b3e13c7eb
594,Radar Angle of Arrival,taxonomy:387a6e06-6b39-4c49-902e-f620a5c490cc
594,Radar Range Estimation,taxonomy:e9e9f783-4d58-4b17-ab97-f5298faeade8
594,Radar Velocity Estimation,taxonomy:a8d42db3-a388-449b-b75c-5f8079b12c07
594,Radar,taxonomy:93b8863c-d794-4056-842b-e55faeb4d260
594,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
594,Project Planning,taxonomy:04fabc67-ce4a-4bfc-bc15-7733cb0eddea
594,Project Execution,taxonomy:49a924ec-14b6-4845-9ad9-4d53a001c0c5
381,Event-Driven Programming,taxonomy:5cf75413-b8b9-49e0-88fd-a861971be63f
381,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
381,Responsive App Design,taxonomy:9a024220-a4d7-4252-b9f2-a1b9c0f4a350
381,UI Design,taxonomy:e621e634-ed70-4937-8db7-22836a2294bb
381,UX Design Principles,taxonomy:a1cbb6c1-912f-4ab7-aaea-bef2a6a671c8
381,Usability Testing,taxonomy:c7a3b8af-e2e7-4697-a95e-a45b6375415d
553,Process Improvement,taxonomy:cf526af9-8cd8-453c-823e-d7b7b7b4a072
553,Project Management,taxonomy:d56806ee-27f1-4124-9337-c982733d816f
553,Project Execution,taxonomy:49a924ec-14b6-4845-9ad9-4d53a001c0c5
372,Resumes,taxonomy:7dd40520-dc9b-44f9-92ac-7629e9ba1bed
372,Cover Letters,taxonomy:25b99878-401b-423a-8493-73b6ba1835d9
372,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
372,LinkedIn Fundamentals,taxonomy:8247fb8a-a86e-4a16-a9f3-8e5b3e13c7eb
372,Online Presence,taxonomy:408e5dc7-627e-4d02-b5ea-ff6842e6886b
568,Resumes,taxonomy:7dd40520-dc9b-44f9-92ac-7629e9ba1bed
568,Cover Letters,taxonomy:25b99878-401b-423a-8493-73b6ba1835d9
568,Job Interviews,taxonomy:48d9fb5b-ef23-4439-a40d-27fb05c898d0
568,Professional Networking,taxonomy:de28444d-af05-42e7-a1ee-b2791a9d067b
568,LinkedIn Fundamentals,taxonomy:8247fb8a-a86e-4a16-a9f3-8e5b3e13c7eb
702,Growth Metrics,taxonomy:18a18740-3c92-4393-bc1d-8030107601aa
702,Activation Metrics,taxonomy:86505c37-4fae-4b83-95fb-1f85bfdd1def
702,Customer Retention Metrics,taxonomy:bf1b6bf5-6e29-478c-b135-2e59c95fa00d
702,AARRR Metrics Framework,taxonomy:ce634927-e532-4ca3-832c-78a5ea569e2f
702,Growth Hacking,taxonomy:21bb3a9f-0d2c-4f53-b1b5-6e6e73d0c038
702,Customer Retention Tactics,taxonomy:540f450e-df98-403c-90e4-71b8060ab21a
702,Acquisition Strategy,taxonomy:39d2246d-002c-4705-9173-59db3a34cee2
756,Private Cloud Configuration,taxonomy:60626e66-72c7-4869-a7fc-2eb1089dfb47
756,Private Cloud Infrastructure as a Service,taxonomy:60421f3a-23ad-43a4-9d48-2c4cefd01ddf
756,Cloud Security Strategy,taxonomy:46e9d766-0f27-4c72-ae43-554adba768fb
756,Cloud Architecture Proficiency,taxonomy:e8232926-b456-46b8-a0fc-0387e691b389
756,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
756,Application Architecture,taxonomy:abf2b1bd-292d-46d4-8b1e-d89addac9c0a
756,Infrastructure as a Service,taxonomy:4399252c-fca0-4f21-a3f9-6573c318ad10
813,Web Development,taxonomy:613860ab-e523-43c1-a440-f2ec9a463b6d
813,Back-End Development,taxonomy:94fc7de2-1935-4d30-8dcf-2ca1b2b462ad
813,Cloud Computing Fluency,taxonomy:85cf2523-7ecf-4242-b37b-13dc34622ece
813,Deployment Automation,taxonomy:9da7cd05-f074-4f55-8fdc-3a731a2b0c3b
813,DevOps Proficiency,taxonomy:5bbbf470-6c02-4a40-8c1c-77d54f6c4818
813,Application Architecture,taxonomy:abf2b1bd-292d-46d4-8b1e-d89addac9c0a
813,Application Development Best Practices,taxonomy:6ba2b673-1d37-4233-ab96-ef9ac61d6a18
570,Data Science Awareness,taxonomy:6893d8da-8b46-44e1-9673-24132af69107
570,Data Science Models and Algorithms,taxonomy:ff5b3d85-4512-4e04-a979-af85fd3b7572
570,Spreadsheet Functions,taxonomy:7a8b5a51-bae7-4252-907d-f035c46f5d05
570,Forecast Modeling in Spreadsheets,taxonomy:0bac2334-3e0e-49ed-bd47-f9204b875db3
570,Data Visualization in Spreadsheets,taxonomy:bd5dc3c2-d323-4704-aaa2-f3d2c4b3493e
667,Product Management Basics,taxonomy:25b0069f-948d-4d34-b824-f184b09abfea
667,Mentoring,taxonomy:1c6b45af-0003-449d-afce-75cc6de3397e
667,Behavioral Interviews,taxonomy:f30bc3ea-4737-45c9-8168-f291f657f738
667,Strategic Thinking,taxonomy:c2e087f7-c022-429f-9279-31b56c6701e2
667,Stakeholder Management,taxonomy:29abb81a-ddab-40f4-9458-fa55bc5bdf82
667,Cross-Functional Collaboration,taxonomy:ee855164-9194-4b2a-ab79-0d020ab2efec
556,GitHub Portfolios,taxonomy:a626b923-05ab-4f67-ac4d-70a4fc70ef94
556,AI Agents,taxonomy:b21d0457-0a64-4b95-9683-a3f703fac781
556,GitHub Proficiency,taxonomy:2821a461-cd9f-43ac-aeeb-db67837afd26
556,Code Reviews,taxonomy:0339fe89-024c-41ce-924e-e4503356647e
556,Version Control,taxonomy:0deb3237-3088-4bd7-9a40-302d20a9bc0f
360,Text Classification,taxonomy:978d1c8a-bf58-4ae5-91b8-fdb1b86e25a3
360,Machine Learning Pipeline Creation,taxonomy:ca178166-cc23-445b-9ed5-91dddc5f2a44
